Date,Pig_ID,Training_Area,Signal_type,Status,Cause,Notes
7/31/2023,MJ21,TA22,Normal,0,Survive,
7/31/2023,MJ22,TA22,Normal,0,Survive,
7/31/2023,FJ18,TA22,Normal,0,Survive,
6/10/2022,MJ14,TA22,Normal,0,Survive,
6/10/2022,UJ03,TA22,Normal,0,Survive,
6/10/2022,MJ18,TA22,Normal,0,Survive,
6/10/2022,FJ13,TA22,Normal,0,Survive,
6/15/2022,MJ14,TA22,Normal,1,Roadkill,
6/15/2022,UJ03,TA22,Normal,1,Roadkill,
6/15/2022,MJ18,TA22,Normal,1,Roadkill,
6/15/2022,FJ13,TA22,Normal,1,Roadkill,
11/2/2023,FS10,TA21,Normal,0,Survive,
11/2/2023,FS11,TA21,Normal,0,Survive,
11/2/2023,FJ18,TA21,Normal,0,Survive,
11/3/2023,MJ19,TA12A,Normal,0,Survive,
11/4/2023,MJ19,TA12A,Normal,0,Survive,
11/4/2023,MA04,TA12A,Normal,0,Survive,
11/4/2023,FS08,Campground,Mortality,1,Hunter,Found in check station. Date of mortality unclear
11/6/2023,FS10,TA21,Normal,0,Survive,
11/6/2023,FS11,TA21,Normal,0,Survive,
11/6/2023,FJ18,TA21,Normal,0,Survive,
11/6/2023,MJ20,TA21,Normal,0,Survive,
11/6/2023,MJ22,TA21,Normal,0,Survive,
11/6/2023,FA08,TA13E,Mortality,0,Survive,
11/7/2023,FS10,TA22,Normal,0,Survive,
11/7/2023,FS11,TA22,Normal,0,Survive,
11/7/2023,MJ20,TA22,Normal,0,Survive,
11/7/2023,MJ22,TA22,Normal,0,Survive,
11/8/2023,FA08,TA21,Mortality,0,Survive,
11/8/2023,MJ20,TA22,Normal,0,Survive,
11/8/2023,MJ22,TA22,Normal,0,Survive,
11/9/2023,FJ18,TA22,Normal,0,Survive,
11/9/2023,FS10,TA22,Normal,0,Survive,
11/9/2023,FS11,TA22,Normal,0,Survive,
11/10/2023,MJ19,TA12B,Normal,0,Survive,
11/13/2023,FS10,TA22,Normal,0,Survive,
11/13/2023,FS11,TA22,Normal,0,Survive,
11/13/2023,MJ20,TA16B,Normal,0,Survive,
11/13/2023,MJ21,TA16B,Mortality,1,Predator,"Old mortality, unable to accurately determine cause"
11/13/2023,MJ22,TA16B,Normal,0,Survive,
11/13/2023,FJ18,TA22,Normal,0,Survive,
11/13/2023,FA08,TA16B,Mortality,0,Survive,
11/14/2023,MJ19,TA15,Normal,0,Survive,
11/14/2023,MA04,TA16A,Normal,0,Survive,
11/19/2023,FS10,TA22,Normal,0,Survive,
11/19/2023,FS11,TA22,Normal,0,Survive,
11/19/2023,MJ20,TA16B,Normal,0,Survive,
11/19/2023,MJ22,TA16B,Normal,0,Survive,
11/19/2023,FJ18,TA22,Normal,0,Survive,
11/19/2023,FA08,TA22,Normal,0,Survive,
11/21/2023,MJ19,TA12B,Normal,0,Survive,
11/24/2023,FS10,TA22,Normal,0,Survive,
11/24/2023,FS11,TA22,Normal,0,Survive,
11/24/2023,MJ20,TA16B,Normal,0,Survive,
11/24/2023,MJ22,TA16B,Normal,0,Survive,
11/24/2023,FJ18,TA22,Normal,0,Survive,
11/26/2023,MJ19,TA12B,Normal,0,Survive,
11/27/2023,FS10,TA22,Normal,0,Survive,
11/27/2023,FS11,TA22,Normal,0,Survive,
11/27/2023,MJ20,TA22,Normal,0,Survive,
11/27/2023,MJ22,TA22,Normal,0,Survive,
11/27/2023,FJ18,TA22,Normal,0,Survive,
11/30/2023,FS10,TA22,Normal,0,Survive,
11/30/2023,FS11,TA22,Normal,0,Survive,
11/30/2023,MJ20,TA16B,Normal,0,Survive,
11/30/2023,MJ22,TA16B,Normal,0,Survive,
11/30/2023,FJ18,TA22,Normal,0,Survive,
12/1/2023,MJ19,TA15,Normal,0,Survive,
12/3/2023,FS10,TA22,Normal,0,Survive,
12/3/2023,FJ18,TA22,Normal,0,Survive,
12/6/2023,MJ19,TA12B,Normal,0,Survive,
12/6/2023,MA04,TA16,Normal,0,Survive,
12/7/2023,FS10,TA21,Normal,0,Survive,
12/7/2023,FS11,TA21,Normal,0,Survive,
12/7/2023,MJ20,TA16B,Normal,0,Survive,
12/7/2023,MJ22,TA16B,Normal,0,Survive,
12/7/2023,FJ18,TA21,Normal,0,Survive,
12/11/2023,MJ19,TA12B,Normal,0,Survive,
12/11/2023,MA04,TA12A,Normal,0,Survive,
12/11/2023,FS10,TA21,Normal,0,Survive,
12/11/2023,FS11,TA21,Normal,0,Survive,
12/11/2023,MJ20,TA21,Normal,0,Survive,
12/11/2023,MJ22,TA21,Normal,0,Survive,
12/11/2023,FJ18,TA21,Normal,0,Survive,
12/15/2023,MJ19,TA12A,Normal,0,Survive,
12/15/2023,FS10,TA21,Normal,0,Survive,
12/15/2023,FS11,TA21,Normal,0,Survive,
12/15/2023,MJ20,TA16,Normal,0,Survive,
12/15/2023,MJ22,TA16,Normal,0,Survive,
12/15/2023,FJ18,TA21,Normal,0,Survive,
12/18/2023,MA04,TA12A,Normal,0,Survive,
12/18/2023,MJ19,TA12A,Normal,0,Survive,
12/19/2023,FS10,TA21,Normal,0,Survive,
12/19/2023,FS11,TA21,Normal,0,Survive,
12/19/2023,MJ20,TA21,Normal,0,Survive,
12/19/2023,MJ22,TA21,Normal,0,Survive,
12/19/2023,FJ18,TA21,Normal,0,Survive,
12/15/2023,FA10,TA12B,Normal,0,Survive,
12/15/2023,FA11,TA12B,Normal,0,Survive,
12/22/2023,MA04,TA12A,Normal,0,Survive,
12/22/2023,MJ19,TA12A,Normal,0,Survive,
12/22/2023,FS10,TA21,Normal,0,Survive,
12/22/2023,FS11,TA21,Normal,0,Survive,
12/22/2023,MJ20,TA21,Normal,0,Survive,
12/22/2023,MJ22,TA21,Normal,0,Survive,
12/22/2023,FJ18,TA21,Normal,0,Survive,
1/13/2024,MA04,TA12A,Normal,0,Survive,
1/14/2024,MA04,TA16,Mortality,1,Hunter,
3/27/2024,FA11,TA12B,Normal,0,Survive,
4/1/2024,FA11,TA12B,Mortality,1,Hunter,
