No,CollarID,UTC_Date,UTC_Time,LMT_Date,LMT_Time,Origin,SCTS_Date,SCTS_Time,ECEF_X [m],ECEF_Y [m],ECEF_Z [m],Latitude [°],Longitude [°],Height [m],DOP,FixType,3D_Error [m],Sats,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Mort. Status,Activity,Main [V],Beacon [V],Temp [°C],Easting,Northing,AnimalID,GroupID
1224,33349,5/31/2023,12:00:39,5/31/2023,12:00:39 PM,Collar,5/31/2023,7:55:30 AM,-2676466,-4421765,3724927,35.9618808,-121.1862507,269.09,1,val. GPS-3D,,8,30,29,13,29,17,29,21,29,9,29,8,29,7,29,20,29,0,0,0,0,0,0,0,0,,,3.4,3.66,14,10663556.1,3981241.021,N/A,N/A
1223,33349,5/31/2023,9:00:38,5/31/2023,9:00:38 AM,Collar,5/31/2023,7:55:30 AM,-2676453,-4421799,3724959,35.9619959,-121.1859322,305.98,1.4,val. GPS-3D,,7,16,29,30,38,3,32,7,29,4,29,8,29,27,29,0,0,0,0,0,0,0,0,0,0,,,3.4,3.66,15,10663584.58,3981254.325,N/A,N/A
1222,33349,5/31/2023,6:00:43,5/31/2023,6:00:43 AM,Collar,5/31/2023,7:55:30 AM,-2676463,-4421822,3724936,35.9616966,-121.185895,312.59,1.2,val. GPS-3D,,8,31,29,1,29,21,38,4,29,2,29,16,29,28,29,3,29,0,0,0,0,0,0,0,0,,,3.4,3.68,18,10663588.55,3981221.185,N/A,N/A
1221,33349,5/31/2023,3:00:38,5/31/2023,3:00:38 AM,Collar,5/31/2023,7:55:30 AM,-2676444,-4421765,3724947,35.9620869,-121.186042,271.61,1.4,val. GPS-3D,,6,31,35,27,35,2,29,10,29,8,29,21,29,0,0,0,0,0,0,0,0,0,0,0,0,,,3.42,3.68,21,10663574.49,3981264.243,N/A,N/A
1220,33349,5/31/2023,0:00:38,5/31/2023,12:00:38 AM,Collar,5/31/2023,7:55:30 AM,-2676440,-4421771,3724953,35.9621145,-121.1859697,277.61,1.2,val. GPS-3D,,7,16,35,10,35,23,29,29,29,32,32,15,29,18,29,0,0,0,0,0,0,0,0,0,0,,,3.42,3.68,25,10663580.96,3981267.422,N/A,N/A
1219,33349,5/30/2023,21:00:38,5/30/2023,9:00:38 PM,Collar,5/31/2023,7:55:30 AM,-2676447,-4421775,3724951,35.9620626,-121.1860131,282.14,1.2,val. GPS-3D,,8,18,35,23,35,29,29,25,29,12,35,5,29,15,29,20,29,0,0,0,0,0,0,0,0,,,3.42,3.68,22,10663577.15,3981261.594,N/A,N/A
1218,33349,5/30/2023,18:00:38,5/30/2023,6:00:38 PM,Collar,5/31/2023,7:55:30 AM,-2676432,-4421761,3724920,35.961941,-121.1859512,247.96,1.2,val. GPS-3D,,7,5,29,24,29,12,29,19,29,25,29,29,35,6,29,0,0,0,0,0,0,0,0,0,0,,,3.4,3.68,20,10663582.98,3981248.204,N/A,N/A
1217,33349,5/30/2023,15:00:37,5/30/2023,3:00:37 PM,Collar,5/31/2023,7:55:30 AM,-2676478,-4421812,3724962,35.9618904,-121.1860947,327.22,1,val. GPS-3D,,9,15,41,14,29,6,29,24,29,30,29,13,29,19,29,17,29,1,29,0,0,0,0,0,0,,,3.4,3.66,14,10663570.15,3981242.351,N/A,N/A
1216,33349,5/30/2023,12:00:39,5/30/2023,12:00:39 PM,Collar,5/31/2023,7:55:30 AM,-2676451,-4421777,3724937,35.9619405,-121.1860395,276.98,1,val. GPS-3D,,9,17,35,30,29,13,29,5,29,20,29,21,29,14,29,7,29,2,29,0,0,0,0,0,0,,,3.4,3.66,14,10663575.02,3981248,N/A,N/A
1215,33349,5/30/2023,9:00:39,5/30/2023,9:00:39 AM,Collar,5/31/2023,7:55:30 AM,-2676469,-4421806,3724956,35.9618984,-121.1860438,315.77,1.2,val. GPS-3D,,8,3,35,4,29,30,41,16,29,27,29,7,32,8,29,6,29,0,0,0,0,0,0,0,0,,,3.4,3.68,16,10663574.72,3981243.331,N/A,N/A
