No,CollarID,UTC_Date,UTC_Time,LMT_Date,LMT_Time,Origin,SCTS_Date,SCTS_Time,ECEF_X [m],ECEF_Y [m],ECEF_Z [m],Latitude [°],Longitude [°],Height [m],DOP,FixType,3D_Error [m],Sats,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Mort. Status,Activity,Main [V],Beacon [V],Temp [°C],Easting,Northing,AnimalID,GroupID
5684,33347,11/19/2023,9:18:05,11/19/2023,9:18:05 AM,Iridium,11/19/2023,9:18:50 AM,-2677388,-4421902,3724182,35.9532993,-121.1942069,313,2.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,Mortality no radius,,3.28,0,22,10662856.19,3980275.752,N/A,N/A
5683,33347,11/19/2023,8:48:01,11/19/2023,8:48:01 AM,Iridium,11/19/2023,8:49:18 AM,-2677394,-4421792,3724198,35.9538974,-121.1948953,248.74,1.8,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,Mortality no radius,,3.04,0,22,10662792.88,3980340.958,N/A,N/A
5682,33347,11/19/2023,8:18:39,11/19/2023,8:18:39 AM,Iridium,11/19/2023,8:49:18 AM,-2677408,-4421806,3724224,35.9539854,-121.1949476,279.57,1.6,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,Mortality no radius,,3.04,0,24,10662787.97,3980350.625,N/A,N/A
5681,33347,11/19/2023,0:23:03,11/19/2023,12:23:03 AM,Iridium,11/19/2023,8:49:18 AM,-2674434,-4422382,3725742,35.9705986,-121.1634368,323.67,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,2.88,0,26,10665595.36,3982246.608,N/A,N/A
5680,33347,11/12/2023,0:06:36,11/12/2023,12:06:36 AM,Iridium,11/19/2023,8:49:18 AM,-2677594,-4420966,3725106,35.9637117,-121.2015344,293.88,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,2.88,0,28,10662173.99,3981418.605,N/A,N/A
5679,33347,11/4/2023,6:00:38,11/4/2023,6:00:38 AM,Iridium,11/19/2023,8:49:59 AM,-2675298,-4422410,3724990,35.96262,-121.1714717,263.31,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.04,0,24,10664887.4,3981347.916,N/A,N/A
5678,33347,11/4/2023,3:00:13,11/4/2023,3:00:13 AM,Iridium,11/19/2023,8:49:59 AM,-2675298,-4422400,3724996,35.9627091,-121.1715291,259.9,2.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.04,0,22,10664882.04,3981357.697,N/A,N/A
5677,33347,11/4/2023,0:00:38,11/4/2023,12:00:38 AM,Iridium,11/19/2023,8:49:59 AM,-2676390,-4422852,3723710,35.9482902,-121.1792916,275.45,1,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.12,0,29,10664211.84,3979745.094,N/A,N/A
5676,33347,11/3/2023,21:00:57,11/3/2023,9:00:57 PM,Iridium,11/19/2023,8:49:59 AM,-2676312,-4422354,3724390,35.9557189,-121.1814097,297.09,1.8,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.2,0,32,10664005.43,3980565.612,N/A,N/A
5675,33347,11/3/2023,18:00:37,11/3/2023,6:00:37 PM,Iridium,11/19/2023,8:50:34 AM,-2677246,-4423084,3722870,35.938767,-121.1860764,301.89,1,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,2.96,0,29,10663619.49,3978677.274,N/A,N/A
