No,CollarID,UTC_Date,UTC_Time,LMT_Date,LMT_Time,Origin,SCTS_Date,SCTS_Time,ECEF_X [m],ECEF_Y [m],ECEF_Z [m],Latitude [°],Longitude [°],Height [m],DOP,FixType,3D_Error [m],Sats,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Mort. Status,Activity,Main [V],Beacon [V],Temp [°C],Easting,Northing,AnimalID,GroupID
2938,46254,12/31/2023,21:00:12,12/31/2023,9:00:12 PM,Iridium,1/1/2024,3:01:08 AM,-2674980,-4425156,3722092,35.9299163,-121.1527077,331.19,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,29,10666648.32,3977751.926,N/A,N/A
2937,46254,12/31/2023,18:00:38,12/31/2023,6:00:38 PM,Iridium,1/1/2024,3:01:08 AM,-2674924,-4424470,3722848,35.9386908,-121.1561094,276.05,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,28,10666323.03,3978719.495,N/A,N/A
2936,46254,12/31/2023,15:00:13,12/31/2023,3:00:13 PM,Iridium,12/31/2023,3:00:39 PM,-2674498,-4424530,3723078,35.9412632,-121.1517253,274.19,1.6,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,28,10666713.12,3979012.328,N/A,N/A
2935,46254,12/31/2023,12:00:37,12/31/2023,12:00:37 PM,Iridium,12/31/2023,3:00:39 PM,-2674494,-4424530,3723072,35.9412303,-121.1516873,268.99,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,29,10666716.61,3979008.751,N/A,N/A
2934,46254,12/31/2023,9:00:39,12/31/2023,9:00:39 AM,Iridium,12/31/2023,3:00:39 PM,-2674490,-4424528,3723074,35.9412649,-121.1516608,267.1,1,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,29,10666718.93,3979012.634,N/A,N/A
2933,46254,12/31/2023,6:00:12,12/31/2023,6:00:12 AM,Iridium,12/31/2023,3:00:39 PM,-2674486,-4424560,3723078,35.9411602,-121.1514395,289.95,1,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,29,10666739.12,3979001.394,N/A,N/A
2932,46254,12/31/2023,3:00:38,12/31/2023,3:00:38 AM,Iridium,12/31/2023,3:01:04 AM,-2674796,-4424922,3722394,35.9336825,-121.1523042,269.18,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,26,10666676.82,3978170.403,N/A,N/A
2931,46254,12/31/2023,0:00:11,12/31/2023,12:00:11 AM,Iridium,12/31/2023,3:01:04 AM,-2674466,-4426754,3720474,35.9122825,-121.1386765,274.22,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,27,10667951.54,3975819.831,N/A,N/A
2930,46254,12/30/2023,21:00:13,12/30/2023,9:00:13 PM,Iridium,12/31/2023,3:01:04 AM,-2674900,-4425710,3721436,35.9228408,-121.1487738,296.7,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,31,10667018.13,3976973.759,N/A,N/A
2929,46254,12/30/2023,18:00:39,12/30/2023,6:00:39 PM,Iridium,12/31/2023,3:01:04 AM,-2674958,-4424470,3722826,35.9384373,-121.1564318,277.38,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,30,10666294.47,3978690.817,N/A,N/A
2928,46254,12/30/2023,15:00:13,12/30/2023,3:00:13 PM,Iridium,12/30/2023,3:00:57 PM,-2674500,-4424536,3723080,35.9412451,-121.1517098,280.36,1.8,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,28,10666714.55,3979010.353,N/A,N/A
2927,46254,12/30/2023,12:00:38,12/30/2023,12:00:38 PM,Iridium,12/30/2023,3:00:57 PM,-2674482,-4424544,3723060,35.9411122,-121.1514932,266.62,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,27,10666734.37,3978995.982,N/A,N/A
2926,46254,12/30/2023,9:00:38,12/30/2023,9:00:38 AM,Iridium,12/30/2023,3:00:57 PM,-2674482,-4424552,3723064,35.9411052,-121.1514474,274.51,1,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,26,10666738.52,3978995.281,N/A,N/A
2925,46254,12/30/2023,6:00:11,12/30/2023,6:00:11 AM,Iridium,12/30/2023,3:00:57 PM,-2674478,-4424558,3723060,35.9410598,-121.1513751,274.65,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,29,10666745.14,3978990.368,N/A,N/A
2924,46254,12/30/2023,3:00:38,12/30/2023,3:00:38 AM,Iridium,12/30/2023,3:01:06 AM,-2674470,-4424674,3722924,35.9395643,-121.1506342,271.85,1,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,26,10666815.12,3978825.732,N/A,N/A
2923,46254,12/30/2023,0:00:25,12/30/2023,12:00:25 AM,Iridium,12/30/2023,3:01:06 AM,-2674176,-4426996,3720326,35.9109,-121.1345404,233.73,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,28,10668327.72,3975673.587,N/A,N/A
2922,46254,12/29/2023,21:00:39,12/29/2023,9:00:39 PM,Iridium,12/30/2023,3:01:06 AM,-2674308,-4427016,3720320,35.9104049,-121.1356775,299.36,1.8,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,30,10668226.15,3975616.711,N/A,N/A
2921,46254,12/29/2023,18:00:12,12/29/2023,6:00:12 PM,Iridium,12/30/2023,3:01:06 AM,-2674614,-4425054,3722508,35.9344148,-121.1498216,351.32,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,26,10666899.25,3978255.884,N/A,N/A
2920,46254,12/29/2023,15:00:33,12/29/2023,3:00:33 PM,Iridium,12/29/2023,3:00:56 PM,-2674486,-4424560,3723064,35.941058,-121.1514395,281.73,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,32,10666739.33,3978990.062,N/A,N/A
2919,46254,12/29/2023,12:00:20,12/29/2023,12:00:20 PM,Iridium,12/29/2023,3:00:56 PM,-2674480,-4424540,3723066,35.9411796,-121.1514972,266.54,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,31,10666733.87,3979003.447,N/A,N/A
2918,46254,12/29/2023,9:00:38,12/29/2023,9:00:38 AM,Iridium,12/29/2023,3:00:56 PM,-2674482,-4424550,3723066,35.9411289,-121.1514589,274.3,1,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,31,10666737.43,3978997.884,N/A,N/A
2917,46254,12/29/2023,6:00:16,12/29/2023,6:00:16 AM,Iridium,12/29/2023,3:00:56 PM,-2674472,-4424542,3723044,35.9410319,-121.1514099,251.66,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,30,10666742.06,3978987.214,N/A,N/A
2916,46254,12/29/2023,3:00:35,12/29/2023,3:00:35 AM,Iridium,12/29/2023,3:01:04 AM,-2674604,-4424716,3722782,35.9379714,-121.1516643,273.73,1.6,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,29,10666725.54,3978647.271,N/A,N/A
2915,46254,12/29/2023,0:00:16,12/29/2023,12:00:16 AM,Iridium,12/29/2023,3:01:04 AM,-2674544,-4426552,3720648,35.9142532,-121.1405734,268.93,1,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,31,10667776.2,3976035.186,N/A,N/A
2914,46254,12/28/2023,21:00:56,12/28/2023,9:00:56 PM,Iridium,12/29/2023,3:01:04 AM,-2675186,-4424640,3722482,35.9345338,-121.1576192,288.79,1,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,33,10666195.52,3978255.78,N/A,N/A
2913,46254,12/28/2023,18:00:20,12/28/2023,6:00:20 PM,Iridium,12/29/2023,3:01:04 AM,-2675288,-4424742,3722282,35.9323337,-121.1580017,284.83,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,30,10666165.63,3978011.064,N/A,N/A
2912,46254,12/28/2023,15:00:38,12/28/2023,3:00:38 PM,Iridium,12/28/2023,3:01:03 PM,-2674486,-4424554,3723064,35.9410852,-121.1514739,277.57,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,28,10666736.17,3978993.017,N/A,N/A
2911,46254,12/28/2023,12:00:38,12/28/2023,12:00:38 PM,Iridium,12/28/2023,3:01:03 PM,-2674490,-4424530,3723070,35.9412267,-121.1516494,266.14,1,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,32,10666720.04,3979008.411,N/A,N/A
2910,46254,12/28/2023,9:00:37,12/28/2023,9:00:37 AM,Iridium,12/28/2023,3:01:03 PM,-2674484,-4424550,3723066,35.9411234,-121.1514778,275.14,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,32,10666735.73,3978997.245,N/A,N/A
2909,46254,12/28/2023,6:00:15,12/28/2023,6:00:15 AM,Iridium,12/28/2023,3:01:03 PM,-2674484,-4424542,3723060,35.9411158,-121.1515237,266.07,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,31,10666731.61,3978996.327,N/A,N/A
2908,46254,12/28/2023,3:00:38,12/28/2023,3:00:38 AM,Iridium,12/28/2023,3:00:58 AM,-2674494,-4424534,3723074,35.9412268,-121.1516644,272.94,1,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,28,10666718.69,3979008.4,N/A,N/A
2907,46254,12/28/2023,0:01:02,12/28/2023,12:01:02 AM,Iridium,12/28/2023,3:00:58 AM,-2674390,-4426878,3720370,35.9111701,-121.1372455,267.36,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,30,10668083.03,3975698.895,N/A,N/A
2906,46254,12/27/2023,21:00:38,12/27/2023,9:00:38 PM,Iridium,12/28/2023,3:00:58 AM,-2674602,-4426560,3720630,35.9139271,-121.1410775,288.21,1,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,28,10667731.4,3975998.142,N/A,N/A
2905,46254,12/27/2023,18:00:38,12/27/2023,6:00:38 PM,Iridium,12/28/2023,3:00:58 AM,-2674984,-4424824,3722386,35.9335533,-121.1546488,275.33,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,29,10666465.56,3978152.068,N/A,N/A
2904,46254,12/27/2023,15:00:13,12/27/2023,3:00:13 PM,Iridium,12/27/2023,3:00:40 PM,-2674504,-4424536,3723086,35.941278,-121.1517478,285.55,1.8,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,30,10666711.06,3979013.931,N/A,N/A
2903,46254,12/27/2023,12:00:38,12/27/2023,12:00:38 PM,Iridium,12/27/2023,3:00:40 PM,-2674492,-4424530,3723072,35.9412358,-121.1516684,268.15,1,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,29,10666718.31,3979009.39,N/A,N/A
2902,46254,12/27/2023,9:00:21,12/27/2023,9:00:21 AM,Iridium,12/27/2023,3:00:40 PM,-2674498,-4424674,3723126,35.9409615,-121.1508997,402.14,1.6,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,30,10666788.22,3978980.277,N/A,N/A
2901,46254,12/27/2023,6:00:38,12/27/2023,6:00:38 AM,Iridium,12/27/2023,3:00:40 PM,-2674482,-4424548,3723066,35.9411379,-121.1514703,272.92,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,29,10666736.38,3978998.869,N/A,N/A
2900,46254,12/27/2023,3:00:10,12/27/2023,3:00:10 AM,Iridium,12/27/2023,3:00:38 AM,-2674894,-4424548,3722796,35.9380405,-121.1553777,287.01,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,28,10666390.4,3978648.595,N/A,N/A
