No,CollarID,UTC_Date,UTC_Time,LMT_Date,LMT_Time,Origin,SCTS_Date,SCTS_Time,ECEF_X [m],ECEF_Y [m],ECEF_Z [m],Latitude [°],Longitude [°],Height [m],DOP,FixType,3D_Error [m],Sats,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Mort. Status,Activity,Main [V],Beacon [V],Temp [°C],Easting,Northing,AnimalID,GroupID
1210,26212,6/23/2022,12:00:39,6/23/2022,12:00:39 PM,Iridium,6/23/2022,12:01:16 PM,-2672542,-4425178,3723724,35.9483934,-121.1294573,283.5,2.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,21,10668706.74,3979841.581,N/A,N/A
1209,26212,6/23/2022,6:00:39,6/23/2022,6:00:39 AM,Iridium,6/23/2022,12:01:16 PM,-2672106,-4425464,3723704,35.9481447,-121.1236821,287.49,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,27,10669228.19,3979823.987,N/A,N/A
1208,26212,6/23/2022,0:00:39,6/23/2022,12:00:39 AM,Iridium,6/23/2022,12:01:16 PM,-2675218,-4424788,3722250,35.9320835,-121.1570742,268.6,2.8,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,33,10666249.83,3977984.894,N/A,N/A
1207,26212,6/22/2022,18:00:39,6/22/2022,6:00:39 PM,Iridium,6/23/2022,12:01:16 PM,-2675246,-4424778,3722246,35.932023,-121.157397,271.06,1.8,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,30,10666220.83,3977977.628,N/A,N/A
1206,26212,6/22/2022,12:00:39,6/22/2022,12:00:39 PM,Iridium,6/22/2022,12:01:04 PM,-2674112,-4424870,3722952,35.9398608,-121.1461153,274.17,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,19,10667222.15,3978866.361,N/A,N/A
1205,26212,6/22/2022,6:00:39,6/22/2022,6:00:39 AM,Iridium,6/22/2022,12:01:04 PM,-2672908,-4424404,3724386,35.9557271,-121.1373652,289.03,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,23,10667977.9,3980641.47,N/A,N/A
1204,26212,6/22/2022,0:00:39,6/22/2022,12:00:39 AM,Iridium,6/22/2022,12:01:04 PM,-2674408,-4421404,3726898,35.9835308,-121.1688018,314.66,2.6,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,39,10665084.63,3983672.107,N/A,N/A
1203,26212,6/21/2022,18:00:39,6/21/2022,6:00:39 PM,Iridium,6/22/2022,12:01:04 PM,-2674360,-4421452,3726874,35.9832699,-121.1680709,313.69,1.8,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,34,10665151.07,3983644.398,N/A,N/A
1202,26212,6/21/2022,12:00:38,6/21/2022,12:00:38 PM,Iridium,6/21/2022,12:00:58 PM,-2673238,-4424406,3724146,35.9530642,-121.1404844,287.64,2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,17,10667702.2,3980340.71,N/A,N/A
1201,26212,6/21/2022,6:00:39,6/21/2022,6:00:39 AM,Iridium,6/21/2022,12:00:58 PM,-2673466,-4425078,3723174,35.9423061,-121.1387958,278.12,2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,25,10667877.27,3979150.194,N/A,N/A
1200,26212,6/21/2022,0:01:56,6/21/2022,12:01:56 AM,Iridium,6/21/2022,12:00:58 PM,-2675214,-4424788,3722250,35.9320945,-121.1570362,266.93,3.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,32,10666253.23,3977986.173,N/A,N/A
1199,26212,6/20/2022,18:00:39,6/20/2022,6:00:39 PM,Iridium,6/21/2022,12:00:58 PM,-2675220,-4424792,3722250,35.93206,-121.1570702,272.21,2.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,28,10666250.24,3977982.286,N/A,N/A
1198,26212,6/20/2022,12:00:39,6/20/2022,12:00:39 PM,Iridium,6/20/2022,12:01:02 PM,-2674124,-4424872,3722942,35.9397459,-121.1462176,274.71,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,16,10667213.16,3978853.445,N/A,N/A
1197,26212,6/20/2022,6:00:39,6/20/2022,6:00:39 AM,Iridium,6/20/2022,12:01:02 PM,-2673226,-4425118,3723302,35.9437154,-121.1362899,280.49,2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,22,10668100.33,3979310.843,N/A,N/A
1196,26212,6/20/2022,0:01:08,6/20/2022,12:01:08 AM,Iridium,6/20/2022,12:01:02 PM,-2675214,-4424782,3722242,35.9320633,-121.1570706,258.07,4.6,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,32,10666250.19,3977982.65,N/A,N/A
1195,26212,6/19/2022,18:00:39,6/19/2022,6:00:39 PM,Iridium,6/20/2022,12:01:02 PM,-2675208,-4424796,3722248,35.9320601,-121.1569335,268.78,5.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,26,10666262.57,3977982.534,N/A,N/A
1194,26212,6/19/2022,12:00:39,6/19/2022,12:00:39 PM,Iridium,6/20/2022,12:01:13 PM,-2674216,-4424710,3723068,35.941147,-121.1480188,274.94,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,13,10667047.72,3979005.777,N/A,N/A
1193,26212,6/19/2022,6:00:39,6/19/2022,6:00:39 AM,Iridium,6/20/2022,12:01:13 PM,-2674650,-4424846,3722586,35.9358269,-121.1513553,268.04,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,17,10666757.92,3978409.911,N/A,N/A
1192,26212,6/19/2022,0:00:39,6/19/2022,12:00:39 AM,Iridium,6/20/2022,12:01:13 PM,-2675220,-4424792,3722252,35.9320746,-121.1570702,273.39,4.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,29,10666250.21,3977983.905,N/A,N/A
1191,26212,6/18/2022,18:00:39,6/18/2022,6:00:39 PM,Iridium,6/20/2022,12:01:13 PM,-2675216,-4424802,3722238,35.9319381,-121.1569749,270.42,5.6,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,25,10666259.09,3977968.928,N/A,N/A
1190,26212,6/18/2022,12:00:39,6/18/2022,12:00:39 PM,Iridium,6/18/2022,12:01:05 PM,-2674956,-4424972,3722220,35.9317487,-121.1535349,268.74,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,18,10666569.85,3977953.789,N/A,N/A
1189,26212,6/18/2022,6:00:39,6/18/2022,6:00:39 AM,Iridium,6/18/2022,12:01:05 PM,-2671984,-4425422,3723848,35.9497191,-121.1227652,291.88,2.6,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,19,10669307.54,3980000.231,N/A,N/A
1188,26212,6/18/2022,0:00:39,6/18/2022,12:00:39 AM,Iridium,6/18/2022,12:01:05 PM,-2675216,-4424806,3722240,35.9319346,-121.156952,274.37,3.6,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,28,10666261.16,3977968.578,N/A,N/A
1187,26212,6/17/2022,18:00:37,6/17/2022,6:00:37 PM,Iridium,6/18/2022,12:01:05 PM,-2675218,-4424804,3722238,35.9319236,-121.1569824,272.65,2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,24,10666258.44,3977967.304,N/A,N/A
1186,26212,6/17/2022,12:00:37,6/17/2022,12:00:37 PM,Iridium,6/17/2022,12:00:59 PM,-2674218,-4424714,3723060,35.941065,-121.1480148,273.85,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,20,10667048.25,3978996.693,N/A,N/A
1185,26212,6/17/2022,6:00:37,6/17/2022,6:00:37 AM,Iridium,6/17/2022,12:00:59 PM,-2673342,-4425106,3723232,35.9429417,-121.1374591,279.65,2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,18,10667996.51,3979223.002,N/A,N/A
1184,26212,6/17/2022,0:00:54,6/17/2022,12:00:54 AM,Iridium,6/17/2022,12:00:59 PM,-2675212,-4424784,3722248,35.9321035,-121.1570402,262.14,5.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,33,10666252.85,3977987.162,N/A,N/A
1183,26212,6/16/2022,18:00:58,6/16/2022,6:00:58 PM,Iridium,6/17/2022,12:00:59 PM,-2675218,-4424788,3722254,35.9321127,-121.1570742,270.95,2.8,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,29,10666249.77,3977988.132,N/A,N/A
1182,26212,6/16/2022,12:00:39,6/16/2022,12:00:39 PM,Iridium,6/16/2022,12:01:06 PM,-2674216,-4424472,3723352,35.9442965,-121.1493831,276.73,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,18,10666918.02,3979352.831,N/A,N/A
1181,26212,6/16/2022,6:00:39,6/16/2022,6:00:39 AM,Iridium,6/16/2022,12:01:06 PM,-2673224,-4425114,3723308,35.9437828,-121.1362939,280.41,2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,25,10668099.83,3979318.309,N/A,N/A
1180,26212,6/16/2022,0:02:02,6/16/2022,12:02:02 AM,Iridium,6/16/2022,12:01:06 PM,-2675218,-4424792,3722246,35.9320363,-121.1570512,269.03,2.8,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,35,10666252,3977979.687,N/A,N/A
1179,26212,6/15/2022,18:00:39,6/15/2022,6:00:39 PM,Iridium,6/16/2022,12:01:06 PM,-2675218,-4424788,3722246,35.9320544,-121.1570742,266.25,2.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,29,10666249.89,3977981.656,N/A,N/A
1178,26212,6/15/2022,12:00:39,6/15/2022,12:00:39 PM,Iridium,6/15/2022,12:01:31 PM,-2674958,-4424532,3722742,35.9375437,-121.1560763,271.04,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,16,10666328.41,3978592.3,N/A,N/A
1177,26212,6/15/2022,6:00:39,6/15/2022,6:00:39 AM,Iridium,6/15/2022,12:01:31 PM,-2675198,-4424516,3722594,35.9358795,-121.158444,273.63,2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,25,10666118.3,3978403.648,N/A,N/A
1176,26212,6/15/2022,0:00:56,6/15/2022,12:00:56 AM,Iridium,6/15/2022,12:01:31 PM,-2675522,-4424748,3722082,35.9302068,-121.1601861,269.66,2.8,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,35,10665972.99,3977771.407,N/A,N/A
1175,26212,6/14/2022,18:00:39,6/14/2022,6:00:39 PM,Iridium,6/15/2022,12:01:31 PM,-2675510,-4424748,3722092,35.9303126,-121.1600723,270.5,2.6,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,32,10665983.04,3977783.338,N/A,N/A
1174,26212,6/14/2022,12:00:39,6/14/2022,12:00:39 PM,Iridium,6/14/2022,12:01:00 PM,-2674218,-4424470,3723352,35.9443001,-121.1494136,276.19,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,18,10666915.27,3979353.177,N/A,N/A
1173,26212,6/14/2022,6:00:39,6/14/2022,6:00:39 AM,Iridium,6/14/2022,12:01:00 PM,-2673282,-4425102,3723280,35.9434742,-121.1369128,279.94,2.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,22,10668044.65,3979283.008,N/A,N/A
1172,26212,6/14/2022,0:01:02,6/14/2022,12:01:02 AM,Iridium,6/14/2022,12:01:00 PM,-2675216,-4424786,3722252,35.9321127,-121.1570667,267.55,5.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,32,10666250.44,3977988.137,N/A,N/A
1171,26212,6/13/2022,18:01:04,6/13/2022,6:01:04 PM,Iridium,6/14/2022,12:01:00 PM,-2675218,-4424786,3722244,35.9320488,-121.1570856,263.7,2.6,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,28,10666248.87,3977981.022,N/A,N/A
1170,26212,6/13/2022,12:00:57,6/13/2022,12:00:57 PM,Iridium,6/13/2022,12:01:22 PM,-2674704,-4425040,3722310,35.9327872,-121.1507553,263.12,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,15,10666818.43,3978073.729,N/A,N/A
1169,26212,6/13/2022,6:00:39,6/13/2022,6:00:39 AM,Iridium,6/13/2022,12:01:22 PM,-2673034,-4425792,3722648,35.936417,-121.1306068,283.36,2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,23,10668628.5,3978511.024,N/A,N/A
1168,26212,6/13/2022,0:02:59,6/13/2022,12:02:59 AM,Iridium,6/13/2022,12:01:22 PM,-2675216,-4424788,3722252,35.9321036,-121.1570552,268.94,5.4,GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,33,10666251.5,3977987.152,N/A,N/A
1167,26212,6/12/2022,18:00:39,6/12/2022,6:00:39 PM,Iridium,6/13/2022,12:01:22 PM,-2675216,-4424796,3722248,35.9320382,-121.1570093,272.13,2.6,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,31,10666255.77,3977979.976,N/A,N/A
1166,26212,6/12/2022,12:00:39,6/12/2022,12:00:39 PM,Iridium,6/12/2022,12:01:04 PM,-2674452,-4425016,3722534,35.9352197,-121.148503,272.4,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,21,10667016.51,3978347.43,N/A,N/A
1165,26212,6/12/2022,6:00:39,6/12/2022,6:00:39 AM,Iridium,6/12/2022,12:01:04 PM,-2672274,-4425344,3723726,35.9483892,-121.1259636,287.55,2.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,27,10669021.88,3979847.16,N/A,N/A
1164,26212,6/12/2022,0:01:02,6/12/2022,12:01:02 AM,Iridium,6/12/2022,12:01:04 PM,-2675224,-4424786,3722250,35.9320762,-121.1571425,269.73,2.6,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,37,10666243.68,3977983.96,N/A,N/A
1163,26212,6/11/2022,18:00:39,6/11/2022,6:00:39 PM,Iridium,6/12/2022,12:01:04 PM,-2675222,-4424786,3722250,35.9320817,-121.1571236,268.89,4.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,30,10666245.38,3977984.6,N/A,N/A
1162,26212,6/11/2022,12:00:39,6/11/2022,12:00:39 PM,Iridium,6/11/2022,12:00:58 PM,-2674124,-4424872,3722944,35.9397605,-121.1462176,275.88,2.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,22,10667213.13,3978855.064,N/A,N/A
1161,26212,6/11/2022,6:00:39,6/11/2022,6:00:39 AM,Iridium,6/11/2022,12:00:58 PM,-2672336,-4425254,3723788,35.9490796,-121.1270674,287.52,1.6,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,29,10668920.84,3979921.832,N/A,N/A
1160,26212,6/11/2022,0:00:56,6/11/2022,12:00:56 AM,Iridium,6/11/2022,12:00:58 PM,-2675218,-4424792,3722248,35.9320508,-121.1570512,270.2,6,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,36,10666251.97,3977981.306,N/A,N/A
1159,26212,6/10/2022,18:01:38,6/10/2022,6:01:38 PM,Iridium,6/11/2022,12:00:58 PM,-2675224,-4424792,3722248,35.9320344,-121.1571081,272.71,2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,31,10666246.87,3977979.388,N/A,N/A
