No,CollarID,UTC_Date,UTC_Time,LMT_Date,LMT_Time,Origin,SCTS_Date,SCTS_Time,ECEF_X [m],ECEF_Y [m],ECEF_Z [m],Latitude [°],Longitude [°],Height [m],DOP,FixType,3D_Error [m],Sats,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Mort. Status,Activity,Main [V],Beacon [V],Temp [°C],Easting,Northing,AnimalID,GroupID
1378,33358,8/21/2021,21:00:17,8/21/2021,9:00:17 PM,Collar,12/20/2021,7:40:02 AM,-2674418,-4425483,3721967,35.9290615,-121.145504,249.05,1.4,val. GPS-3D,,7,15,32,8,38,10,44,23,47,18,41,27,41,16,32,0,0,0,0,0,0,0,0,0,0,,,3.4,3.62,45,10667300.06,3977669.426,N/A,N/A
1377,33358,8/21/2021,18:00:23,8/21/2021,6:00:23 PM,Collar,12/20/2021,7:40:02 AM,-2674425,-4425483,3721983,35.9291591,-121.1455704,261.37,1.4,val. GPS-3D,,7,15,38,13,38,18,41,29,44,23,38,20,29,26,38,0,0,0,0,0,0,0,0,0,0,,,3.36,3.62,38,10667293.86,3977680.141,N/A,N/A
1376,33358,8/21/2021,15:00:38,8/21/2021,3:00:38 PM,Collar,12/20/2021,7:40:02 AM,-2674435,-4425478,3721993,35.9292274,-121.1456939,267.96,1.6,val. GPS-3D,,6,29,38,20,41,12,44,2,47,25,41,6,41,0,0,0,0,0,0,0,0,0,0,0,0,,,3.3,3.58,16,10667282.58,3977687.501,N/A,N/A
1375,33358,8/21/2021,12:00:38,8/21/2021,12:00:38 PM,Collar,12/20/2021,7:40:02 AM,-2674432,-4425470,3721990,35.9292499,-121.1457113,259.4,1.2,val. GPS-3D,,8,6,38,2,29,12,35,17,47,19,44,15,32,13,32,30,29,0,0,0,0,0,0,0,0,,,3.3,3.58,12,10667280.96,3977689.969,N/A,N/A
1374,33358,8/21/2021,9:00:13,8/21/2021,9:00:13 AM,Collar,12/20/2021,7:40:02 AM,-2674446,-4425463,3721967,35.9290754,-121.1458841,246.92,1,val. GPS-3D,,9,21,29,13,41,7,41,30,44,19,29,9,29,1,29,8,32,15,32,0,0,0,0,0,0,,,3.28,3.58,10,10667265.73,3977670.321,N/A,N/A
1373,33358,8/21/2021,6:00:38,8/21/2021,6:00:38 AM,Collar,12/20/2021,7:40:02 AM,-2674431,-4425470,3721993,35.9292745,-121.1457018,260.74,1.4,val. GPS-3D,,8,4,38,7,41,8,38,9,44,16,38,27,35,30,38,20,35,0,0,0,0,0,0,0,0,,,3.3,3.58,13,10667281.76,3977692.717,N/A,N/A
1372,33358,8/21/2021,3:00:12,8/21/2021,3:00:12 AM,Collar,12/20/2021,7:40:02 AM,-2674437,-4425474,3721999,35.9292838,-121.1457357,269.55,1,val. GPS-3D,,10,4,41,22,38,26,41,31,44,1,35,9,32,21,29,16,32,6,29,7,29,0,0,0,0,,,3.32,3.6,20,10667278.68,3977693.688,N/A,N/A
1371,33358,8/21/2021,2:58:22,8/21/2021,2:58:22 AM,Collar,12/20/2021,7:40:02 AM,-2674437,-4425475,3721998,35.929272,-121.14573,269.66,1,val. GPS-3D,,9,4,41,26,41,21,29,22,35,31,44,16,32,6,29,9,35,1,35,0,0,0,0,0,0,,,3.32,3.6,21,10667279.22,3977692.386,N/A,N/A
1370,33358,8/21/2021,2:28:56,8/21/2021,2:28:56 AM,Collar,12/20/2021,7:40:02 AM,-2674435,-4425475,3721996,35.9292628,-121.1457111,267.64,1.2,val. GPS-3D,,7,4,41,26,38,31,47,21,35,22,41,1,35,9,29,0,0,0,0,0,0,0,0,0,0,,,3.32,3.6,24,10667280.95,3977691.406,N/A,N/A
1369,33358,8/21/2021,1:58:39,8/21/2021,1:58:39 AM,Collar,12/20/2021,7:40:02 AM,-2674405,-4425543,3722048,35.9294166,-121.1450368,332.72,1.4,val. GPS-3D,,6,26,32,31,44,22,44,32,32,4,38,16,29,0,0,0,0,0,0,0,0,0,0,0,0,,,3.34,3.6,28,10667341.45,3977709.618,N/A,N/A
1368,33358,8/21/2021,1:28:37,8/21/2021,1:28:37 AM,Collar,12/20/2021,7:40:02 AM,-2674415,-4425553,3722028,35.929198,-121.1450744,332.1,1.4,val. GPS-3D,,6,22,44,21,38,4,35,32,41,26,29,25,29,0,0,0,0,0,0,0,0,0,0,0,0,,,3.36,3.62,31,10667338.53,3977685.309,N/A,N/A
1367,33358,8/21/2021,0:58:43,8/21/2021,12:58:43 AM,Collar,12/20/2021,7:40:02 AM,-2674433,-4425575,3722033,35.9290857,-121.145119,357.82,1.2,val. GPS-3D,,8,10,29,21,38,22,44,32,44,1,41,25,29,26,29,4,29,0,0,0,0,0,0,0,0,,,3.36,3.62,35,10667334.74,3977672.774,N/A,N/A
1366,33358,8/21/2021,0:28:44,8/21/2021,12:28:44 AM,Collar,12/20/2021,7:40:02 AM,-2674426,-4425472,3721992,35.9292718,-121.1456429,259.45,1.4,val. GPS-3D,,7,8,29,10,38,25,29,31,38,32,47,1,41,21,41,0,0,0,0,0,0,0,0,0,0,,,3.36,3.62,38,10667287.08,3977692.522,N/A,N/A
1365,33358,8/20/2021,23:58:38,8/20/2021,11:58:38 PM,Collar,12/20/2021,7:40:02 AM,-2674416,-4425443,3721987,35.929394,-121.1457143,232.23,1.2,val. GPS-3D,,8,21,41,22,38,10,41,27,29,32,47,1,41,8,29,31,35,0,0,0,0,0,0,0,0,,,3.38,3.62,39,10667280.38,3977705.946,N/A,N/A
1364,33358,8/20/2021,23:28:29,8/20/2021,11:28:29 PM,Collar,12/20/2021,7:40:02 AM,-2674431,-4425470,3721990,35.9292526,-121.1457018,258.98,1.2,val. GPS-3D,,7,32,47,10,44,8,35,23,29,1,38,31,29,27,32,0,0,0,0,0,0,0,0,0,0,,,3.4,3.62,42,10667281.81,3977690.289,N/A,N/A
1363,33358,8/20/2021,22:58:24,8/20/2021,10:58:24 PM,Collar,12/20/2021,7:40:02 AM,-2674424,-4425475,3721965,35.9290667,-121.1456067,244.85,1.4,val. GPS-3D,,6,8,35,10,47,23,35,27,35,1,32,32,44,0,0,0,0,0,0,0,0,0,0,0,0,,,3.4,3.62,45,10667290.77,3977669.827,N/A,N/A
1362,33358,8/20/2021,22:28:22,8/20/2021,10:28:22 PM,Collar,12/20/2021,7:40:02 AM,-2674427,-4425470,3721982,35.9292052,-121.1456638,252.61,1.4,val. GPS-3D,,6,23,41,8,38,10,47,32,41,27,35,18,29,0,0,0,0,0,0,0,0,0,0,0,0,,,3.4,3.62,46,10667285.33,3977685.091,N/A,N/A
1361,33358,8/20/2021,21:58:20,8/20/2021,9:58:20 PM,Collar,12/20/2021,7:40:02 AM,-2674430,-4425472,3721988,35.9292317,-121.1456808,258.78,1.4,val. GPS-3D,,6,23,44,8,38,10,47,32,38,27,38,18,35,0,0,0,0,0,0,0,0,0,0,0,0,,,3.4,3.62,47,10667283.74,3977688.005,N/A,N/A
1360,33358,8/20/2021,21:28:21,8/20/2021,9:28:21 PM,Collar,12/20/2021,7:40:02 AM,-2674442,-4425469,3721985,35.9291906,-121.1458118,259.96,1.6,val. GPS-3D,,6,18,38,8,38,10,47,23,44,27,41,32,38,0,0,0,0,0,0,0,0,0,0,0,0,,,3.4,3.62,47,10667272.01,3977683.217,N/A,N/A
1359,33358,8/20/2021,20:58:56,8/20/2021,8:58:56 PM,Collar,12/20/2021,7:40:02 AM,-2674427,-4425470,3721990,35.9292636,-121.1456638,257.31,1.2,val. GPS-3D,,8,32,35,8,38,10,44,18,41,27,41,23,47,16,29,15,35,0,0,0,0,0,0,0,0,,,3.4,3.64,47,10667285.21,3977691.567,N/A,N/A
1358,33358,8/20/2021,18:00:18,8/20/2021,6:00:18 PM,Collar,12/20/2021,7:40:02 AM,-2674423,-4425486,3721992,35.9292167,-121.1455342,267.89,1,val. GPS-3D,,10,13,38,5,44,18,41,15,35,20,32,29,41,23,38,26,38,16,29,25,29,0,0,0,0,,,3.36,3.62,36,10667297,3977686.589,N/A,N/A
1357,33358,8/20/2021,15:00:39,8/20/2021,3:00:39 PM,Collar,12/20/2021,7:40:02 AM,-2674435,-4425479,3721995,35.9292374,-121.1456881,269.83,1.4,val. GPS-3D,,7,12,41,25,44,6,41,20,35,29,35,2,44,5,29,0,0,0,0,0,0,0,0,0,0,,,3.3,3.58,11,10667283.07,3977688.628,N/A,N/A
1356,33358,8/20/2021,12:00:22,8/20/2021,12:00:22 PM,Collar,12/20/2021,7:40:02 AM,-2674427,-4425470,3721919,35.9287454,-121.1456638,215.65,1.2,val. GPS-3D,,6,12,35,6,41,13,29,17,50,30,32,15,32,0,0,0,0,0,0,0,0,0,0,0,0,,,3.28,3.56,6,10667286.3,3977634.091,N/A,N/A
1355,33358,8/20/2021,9:00:25,8/20/2021,9:00:25 AM,Collar,12/20/2021,7:40:02 AM,-2674455,-4425476,3721990,35.9291598,-121.145895,273.19,1,val. GPS-3D,,8,9,29,30,29,15,38,17,32,1,29,5,41,8,29,7,29,0,0,0,0,0,0,0,0,,,3.32,3.6,16,10667264.57,3977679.663,N/A,N/A
1354,33358,8/20/2021,6:00:39,8/20/2021,6:00:39 AM,Collar,12/20/2021,7:40:02 AM,-2674431,-4425474,3721994,35.9292637,-121.1456788,264.1,1.4,val. GPS-3D,,8,4,47,7,41,8,44,27,44,9,44,30,38,16,38,20,32,0,0,0,0,0,0,0,0,,,3.34,3.6,17,10667283.85,3977691.558,N/A,N/A
1353,33358,8/20/2021,3:00:39,8/20/2021,3:00:39 AM,Collar,12/20/2021,7:40:02 AM,-2675242,-4425398,3721558,35.9242076,-121.1538049,295.32,1.2,val. GPS-3D,,8,31,35,22,44,26,41,16,29,1,32,6,29,4,41,21,29,0,0,0,0,0,0,0,0,,,3.32,3.6,26,10666561.31,3977116.774,N/A,N/A
1352,33358,8/20/2021,0:00:25,8/20/2021,12:00:25 AM,Collar,12/20/2021,7:40:02 AM,-2674699,-4425012,3722318,35.9329859,-121.1508684,246.32,1.4,val. GPS-3D,,7,27,38,21,47,10,41,22,44,1,41,31,44,32,44,0,0,0,0,0,0,0,0,0,0,,,3.34,3.6,37,10666807.81,3978095.587,N/A,N/A
1351,33358,8/19/2021,21:00:38,8/19/2021,9:00:38 PM,Collar,12/20/2021,7:40:02 AM,-2674690,-4424940,3722432,35.9341683,-121.1511958,259.56,1.4,val. GPS-3D,,7,27,38,10,44,23,44,18,44,32,44,15,32,16,35,0,0,0,0,0,0,0,0,0,0,,,3.32,3.6,35,10666775.79,3978226.19,N/A,N/A
1350,33358,8/19/2021,18:00:21,8/19/2021,6:00:21 PM,Collar,12/20/2021,7:40:02 AM,-2674640,-4424953,3722454,35.9344068,-121.1506471,260.53,1,val. GPS-3D,,9,23,44,5,44,10,29,15,44,18,44,26,38,20,35,13,38,16,29,0,0,0,0,0,0,,,3.3,3.6,33,10666824.79,3978253.583,N/A,N/A
1349,33358,8/19/2021,15:00:22,8/19/2021,3:00:22 PM,Collar,12/20/2021,7:40:02 AM,-2674651,-4424854,3722572,35.9356858,-121.1513189,265.79,2.4,val. GPS-3D,,5,6,32,12,47,2,44,5,32,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.3,3.58,21,10666761.5,3978394.321,N/A,N/A
1348,33358,8/19/2021,12:00:38,8/19/2021,12:00:38 PM,Collar,12/20/2021,7:40:02 AM,-2674583,-4424890,3722580,35.9357673,-121.1504676,266.95,1.2,val. GPS-3D,,8,13,35,6,44,17,47,12,29,30,44,19,47,2,38,15,32,0,0,0,0,0,0,0,0,,,3.34,3.6,12,10666838.12,3978404.814,N/A,N/A
1347,33358,8/19/2021,9:00:18,8/19/2021,9:00:18 AM,Collar,12/20/2021,7:40:02 AM,-2674616,-4424945,3722551,35.9352165,-121.1504653,301.86,1.2,val. GPS-3D,,7,5,47,7,44,13,47,9,35,30,47,1,32,21,35,0,0,0,0,0,0,0,0,0,0,,,3.34,3.6,19,10666839.49,3978343.712,N/A,N/A
1346,33358,8/19/2021,6:00:20,8/19/2021,6:00:20 AM,Collar,12/20/2021,7:40:02 AM,-2674561,-4424954,3722667,35.9361726,-121.1498921,353.14,1.6,val. GPS-3D,,6,9,44,7,41,27,35,30,38,16,29,8,32,0,0,0,0,0,0,0,0,0,0,0,0,,,3.3,3.6,23,10666889.19,3978450.761,N/A,N/A
1345,33358,8/19/2021,3:01:08,8/19/2021,3:01:08 AM,Collar,12/20/2021,7:40:02 AM,-2675327,-4425518,3721360,35.9219871,-121.153923,297.92,1.4,val. GPS-3D,,6,4,41,16,44,31,44,26,47,9,32,6,29,0,0,0,0,0,0,0,0,0,0,0,0,,,3.3,3.58,24,10666555.31,3976870.252,N/A,N/A
1344,33358,8/19/2021,0:00:12,8/19/2021,12:00:12 AM,Collar,12/20/2021,7:40:02 AM,-2674933,-4425611,3721579,35.9242422,-121.1496541,325.81,1.2,val. GPS-3D,,7,10,29,27,29,21,32,8,29,31,32,32,38,1,35,0,0,0,0,0,0,0,0,0,0,,,3.32,3.6,29,10666935.76,3977127.705,N/A,N/A
1343,33358,8/18/2021,21:00:38,8/18/2021,9:00:38 PM,Collar,12/20/2021,7:40:02 AM,-2674405,-4425524,3721940,35.9287145,-121.1451457,256.18,1.4,val. GPS-3D,,7,10,50,16,38,18,44,15,38,32,47,27,44,23,44,0,0,0,0,0,0,0,0,0,0,,,3.34,3.6,30,10667333.11,3977631.543,N/A,N/A
1342,33358,8/18/2021,18:00:13,8/18/2021,6:00:13 PM,Collar,12/20/2021,7:40:02 AM,-2674435,-4425470,3722007,35.9293657,-121.1457397,270.63,1,val. GPS-3D,,10,26,44,5,44,12,41,23,44,15,38,25,38,18,47,20,35,29,44,16,32,0,0,0,0,,,3.32,3.6,31,10667278.15,3977702.772,N/A,N/A
1341,33358,8/18/2021,15:00:38,8/18/2021,3:00:38 PM,Collar,12/20/2021,7:40:02 AM,-2674503,-4425627,3721760,35.9266667,-121.1454848,262.99,1.4,val. GPS-3D,,7,29,47,5,41,6,38,20,44,12,47,25,47,2,44,0,0,0,0,0,0,0,0,0,0,,,3.3,3.58,21,10667306.83,3977403.802,N/A,N/A
1340,33358,8/18/2021,12:00:11,8/18/2021,12:00:11 PM,Collar,12/20/2021,7:40:02 AM,-2674440,-4425485,3721997,35.9292112,-121.1457012,277.26,1.4,val. GPS-3D,,7,17,41,6,35,15,35,19,38,2,29,13,29,30,29,0,0,0,0,0,0,0,0,0,0,,,3.36,3.6,25,10667281.95,3977685.695,N/A,N/A
1339,33358,8/18/2021,9:00:36,8/18/2021,9:00:36 AM,Collar,12/20/2021,7:40:02 AM,-2674432,-4425472,3721990,35.9292408,-121.1456998,260.79,1,val. GPS-3D,,11,19,38,17,47,7,50,30,47,9,38,13,41,15,35,8,32,1,38,21,38,5,32,0,0,,,3.34,3.6,14,10667282.01,3977688.985,N/A,N/A
1338,33358,8/18/2021,6:00:20,8/18/2021,6:00:20 AM,Collar,12/20/2021,7:40:02 AM,-2674417,-4425518,3722043,35.9294604,-121.1452939,317.48,1.6,val. GPS-3D,,6,4,44,8,44,9,50,20,41,16,44,27,41,0,0,0,0,0,0,0,0,0,0,0,0,,,3.34,3.6,17,10667318.17,3977714.041,N/A,N/A
1337,33358,8/18/2021,3:00:38,8/18/2021,3:00:38 AM,Collar,12/20/2021,7:40:02 AM,-2674428,-4425495,3721976,35.9290455,-121.14553,266.84,1,val. GPS-3D,,9,4,44,26,44,9,35,31,44,16,38,1,38,22,47,6,35,21,35,0,0,0,0,0,0,,,3.32,3.6,28,10667297.74,3977667.609,N/A,N/A
1336,33358,8/18/2021,0:00:22,8/18/2021,12:00:22 AM,Collar,12/20/2021,7:40:02 AM,-2674651,-4424857,3722574,35.9356868,-121.1513017,269.04,1.4,val. GPS-3D,,7,1,44,8,44,10,41,21,47,22,44,27,44,32,47,0,0,0,0,0,0,0,0,0,0,,,3.34,3.6,40,10666763.05,3978394.463,N/A,N/A
1335,33358,8/17/2021,21:00:38,8/17/2021,9:00:38 PM,Collar,12/20/2021,7:40:02 AM,-2674697,-4424892,3722492,35.9348042,-121.1515373,264.44,1.2,val. GPS-3D,,8,18,38,8,38,10,47,27,44,23,41,15,38,32,35,16,32,0,0,0,0,0,0,0,0,,,3.34,3.6,33,10666743.65,3978296.15,N/A,N/A
1334,33358,8/17/2021,18:00:15,8/17/2021,6:00:15 PM,Collar,12/20/2021,7:40:02 AM,-2674638,-4424870,3722573,35.9356563,-121.1511039,272.02,1.2,val. GPS-3D,,8,5,47,20,41,23,41,25,38,26,41,29,47,15,38,12,29,0,0,0,0,0,0,0,0,,,3.32,3.6,39,10666780.96,3978391.409,N/A,N/A
1333,33358,8/17/2021,15:00:38,8/17/2021,3:00:38 PM,Collar,12/20/2021,7:40:02 AM,-2674651,-4424859,3722572,35.9356632,-121.1512902,269.25,1.4,val. GPS-3D,,7,29,47,25,47,6,44,2,47,12,50,20,38,5,35,0,0,0,0,0,0,0,0,0,0,,,3.3,3.6,26,10666764.13,3978391.859,N/A,N/A
1332,33358,8/17/2021,12:00:38,8/17/2021,12:00:38 PM,Collar,12/20/2021,7:40:02 AM,-2674582,-4424889,3722579,35.9357673,-121.1504639,265.25,1.2,val. GPS-3D,,8,17,41,6,50,19,44,13,41,12,29,30,44,2,44,15,35,0,0,0,0,0,0,0,0,,,3.34,3.6,15,10666838.46,3978404.816,N/A,N/A
1331,33358,8/17/2021,9:00:27,8/17/2021,9:00:27 AM,Collar,12/20/2021,7:40:02 AM,-2674593,-4424963,3722606,35.9355992,-121.150144,336.98,1.2,val. GPS-3D,,11,9,35,5,41,7,38,13,47,21,32,15,41,8,35,1,29,30,44,19,29,17,41,0,0,,,3.34,3.6,21,10666867.67,3978386.723,N/A,N/A
1330,33358,8/17/2021,6:00:25,8/17/2021,6:00:25 AM,Collar,12/20/2021,7:40:02 AM,-2674619,-4424956,3722690,35.9361727,-121.1504307,392.32,1.4,val. GPS-3D,,7,4,44,7,44,8,47,9,47,27,38,16,41,30,38,0,0,0,0,0,0,0,0,0,0,,,3.3,3.6,26,10666840.6,3978449.85,N/A,N/A
1329,33358,8/17/2021,3:00:32,8/17/2021,3:00:32 AM,Collar,12/20/2021,7:40:02 AM,-2674649,-4424859,3722572,35.9356687,-121.1512713,268.42,1.6,val. GPS-3D,,9,4,44,16,44,9,35,31,44,22,47,26,47,21,38,1,41,6,32,0,0,0,0,0,0,,,3.3,3.6,31,10666765.83,3978392.499,N/A,N/A
1328,33358,8/17/2021,0:00:21,8/17/2021,12:00:21 AM,Collar,12/20/2021,7:40:02 AM,-2674633,-4425347,3721993,35.9292787,-121.1483223,260.11,1.2,val. GPS-3D,,7,8,38,10,38,21,44,23,38,27,38,32,38,1,32,0,0,0,0,0,0,0,0,0,0,,,3.36,3.62,39,10667045.32,3977688.691,N/A,N/A
1327,33358,8/16/2021,21:00:38,8/16/2021,9:00:38 PM,Collar,12/20/2021,7:40:02 AM,-2674629,-4425348,3721996,35.929307,-121.1482787,260.88,1.2,val. GPS-3D,,8,10,47,23,41,18,44,8,35,15,35,32,41,16,29,27,38,0,0,0,0,0,0,0,0,,,3.34,3.6,36,10667049.2,3977691.906,N/A,N/A
1326,33358,8/16/2021,18:00:11,8/16/2021,6:00:11 PM,Collar,12/20/2021,7:40:02 AM,-2675369,-4425423,3721473,35.9231267,-121.1548658,315.98,1,val. GPS-3D,,9,15,41,5,41,25,35,18,44,26,38,29,44,20,29,12,32,13,29,0,0,0,0,0,0,,,3.34,3.6,35,10666467.85,3976995.065,N/A,N/A
1325,33358,8/16/2021,15:00:42,8/16/2021,3:00:42 PM,Collar,12/20/2021,7:40:02 AM,-2675438,-4424667,3722269,35.9321678,-121.159854,288.08,1.4,val. GPS-3D,,7,20,32,25,38,12,47,5,41,2,44,6,35,19,29,0,0,0,0,0,0,0,0,0,0,,,3.3,3.58,23,10665998.85,3977989.508,N/A,N/A
