No,CollarID,UTC_Date,UTC_Time,LMT_Date,LMT_Time,Origin,SCTS_Date,SCTS_Time,ECEF_X [m],ECEF_Y [m],ECEF_Z [m],Latitude [°],Longitude [°],Height [m],DOP,FixType,3D_Error [m],Sats,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Mort. Status,Activity,Main [V],Beacon [V],Temp [°C],Easting,Northing,AnimalID,GroupID
9591,33349,12/29/2023,15:02:34,12/29/2023,3:02:34 PM,Iridium,12/30/2023,12:01:50 AM,-2674484,-4424606,3723062,35.9408407,-121.1511568,311.59,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,33,10666765.29,3978966.434,N/A,N/A
9590,33349,12/29/2023,12:00:15,12/29/2023,12:00:15 PM,Iridium,12/29/2023,12:00:41 PM,-2674472,-4424548,3723036,35.9409464,-121.1513755,251.12,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,33,10666745.34,3978977.785,N/A,N/A
9589,33349,12/29/2023,9:01:32,12/29/2023,9:01:32 AM,Iridium,12/29/2023,12:00:41 PM,-2674454,-4424572,3723154,35.9417479,-121.1510672,329.47,2.6,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,34,10666771.47,3979067.231,N/A,N/A
9588,33349,12/29/2023,6:00:38,12/29/2023,6:00:38 AM,Iridium,12/29/2023,12:00:41 PM,-2674480,-4424544,3723056,35.9410885,-121.1514743,263.44,0.8,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,31,10666736.13,3978993.384,N/A,N/A
9587,33349,12/29/2023,3:00:11,12/29/2023,3:00:11 AM,Iridium,12/29/2023,12:00:41 PM,-2674596,-4424726,3722784,35.9379626,-121.1515311,278.48,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,27,10666737.57,3978646.524,N/A,N/A
9586,33349,12/29/2023,0:01:33,12/29/2023,12:01:33 AM,Iridium,12/29/2023,12:02:26 AM,-2674540,-4426550,3720648,35.9142732,-121.1405469,265.86,1,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,29,10667778.55,3976037.449,N/A,N/A
9585,33349,12/28/2023,21:00:18,12/28/2023,9:00:18 PM,Iridium,12/29/2023,12:02:26 AM,-2675128,-4424662,3722494,35.9346805,-121.1569431,286.78,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,30,10666256.21,3978273.206,N/A,N/A
9584,33349,12/28/2023,18:00:13,12/28/2023,6:00:13 PM,Iridium,12/29/2023,12:02:26 AM,-2675276,-4424730,3722252,35.9322019,-121.1579567,253.89,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,27,10666169.96,3977996.523,N/A,N/A
9583,33349,12/28/2023,15:00:38,12/28/2023,3:00:38 PM,Iridium,12/29/2023,12:02:26 AM,-2674484,-4424550,3723058,35.941065,-121.1514778,270.44,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,29,10666735.86,3978990.769,N/A,N/A
9582,33349,12/28/2023,12:03:00,12/28/2023,12:03:00 PM,Iridium,12/29/2023,12:02:35 AM,,,,,,,0,No Fix,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,32,31166021.45,0,N/A,N/A
9581,33349,12/28/2023,9:03:00,12/28/2023,9:03:00 AM,Iridium,12/29/2023,12:02:35 AM,,,,,,,0,No Fix,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,32,31166021.45,0,N/A,N/A
9580,33349,12/28/2023,6:03:00,12/28/2023,6:03:00 AM,Iridium,12/29/2023,12:02:35 AM,,,,,,,0,No Fix,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,31,31166021.45,0,N/A,N/A
9579,33349,12/28/2023,3:01:01,12/28/2023,3:01:01 AM,Iridium,12/29/2023,12:02:35 AM,-2674478,-4424534,3723058,35.9411539,-121.1515126,256.85,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,24,10666732.53,3979000.566,N/A,N/A
9578,33349,12/28/2023,0:00:38,12/28/2023,12:00:38 AM,Iridium,12/28/2023,12:01:32 AM,-2674394,-4426858,3720358,35.9111621,-121.137398,248.13,1.6,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,27,10668069.28,3975697.741,N/A,N/A
9577,33349,12/27/2023,21:02:26,12/27/2023,9:02:26 PM,Iridium,12/28/2023,12:01:32 AM,-2674594,-4426498,3720630,35.9142295,-121.1413568,241.88,2.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,26,10667705.55,3976031.206,N/A,N/A
9576,33349,12/27/2023,18:00:23,12/27/2023,6:00:23 PM,Iridium,12/28/2023,12:01:32 AM,-2674914,-4424864,3722378,35.9335054,-121.1537557,269.03,1,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,25,10666546.24,3978148.28,N/A,N/A
9575,33349,12/27/2023,15:03:00,12/27/2023,3:03:00 PM,Iridium,12/28/2023,12:01:32 AM,,,,,,,0,No Fix,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,31,31166021.45,0,N/A,N/A
9574,33349,12/27/2023,12:02:27,12/27/2023,12:02:27 PM,Iridium,12/28/2023,12:01:41 AM,-2674490,-4424522,3723042,35.9410586,-121.1516952,244.17,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,34,10666716.26,3978989.687,N/A,N/A
9573,33349,12/27/2023,9:00:25,12/27/2023,9:00:25 AM,Iridium,12/28/2023,12:01:41 AM,-2674456,-4424488,3723100,35.9417287,-121.1515677,240.41,1.8,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,29,10666726.35,3979064.245,N/A,N/A
9572,33349,12/27/2023,6:00:23,12/27/2023,6:00:23 AM,Iridium,12/28/2023,12:01:41 AM,-2674476,-4424626,3723072,35.940845,-121.1509663,327.97,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,29,10666782.47,3978967.238,N/A,N/A
9571,33349,12/27/2023,3:00:13,12/27/2023,3:00:13 AM,Iridium,12/28/2023,12:01:41 AM,-2674848,-4424532,3722752,35.9379177,-121.1550331,230.83,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,24,10666421.73,3978635.565,N/A,N/A
9570,33349,12/27/2023,0:00:11,12/27/2023,12:00:11 AM,Iridium,12/27/2023,12:01:11 AM,-2676692,-4423510,3722698,35.9371014,-121.1783798,263.78,1,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,27,10664317.26,3978505.447,N/A,N/A
9569,33349,12/26/2023,21:00:38,12/26/2023,9:00:38 PM,Iridium,12/27/2023,12:01:11 AM,-2676620,-4423692,3722668,35.9362561,-121.1766531,342.07,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,30,10664474.79,3978414.582,N/A,N/A
9568,33349,12/26/2023,18:02:07,12/26/2023,6:02:07 PM,Iridium,12/27/2023,12:01:11 AM,-2675108,-4424238,3722864,35.9393542,-121.1591845,201.78,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,24,10666044.22,3978787.84,N/A,N/A
9567,33349,12/26/2023,15:03:00,12/26/2023,3:03:00 PM,Iridium,12/27/2023,12:01:11 AM,,,,,,,0,No Fix,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,34,31166021.45,0,N/A,N/A
9566,33349,12/26/2023,12:03:00,12/26/2023,12:03:00 PM,Iridium,12/27/2023,12:01:21 AM,,,,,,,0,No Fix,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,30,31166021.45,0,N/A,N/A
9565,33349,12/26/2023,9:00:32,12/26/2023,9:00:32 AM,Iridium,12/27/2023,12:01:21 AM,-2674474,-4424562,3723060,35.9410526,-121.1513142,275.74,1.6,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,29,10666750.64,3978989.677,N/A,N/A
9564,33349,12/26/2023,6:00:23,12/26/2023,6:00:23 AM,Iridium,12/27/2023,12:01:21 AM,-2674468,-4424540,3723040,35.9410227,-121.1513834,246.25,1,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,28,10666744.46,3978986.24,N/A,N/A
9563,33349,12/26/2023,3:00:38,12/26/2023,3:00:38 AM,Iridium,12/27/2023,12:01:21 AM,-2674474,-4424556,3723052,35.9410214,-121.1513486,266.89,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,27,10666747.61,3978986.156,N/A,N/A
9562,33349,12/26/2023,0:00:16,12/26/2023,12:00:16 AM,Iridium,12/26/2023,12:01:18 AM,-2674864,-4424524,3722734,35.9377788,-121.1552307,221.43,1,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,27,10666404.2,3978619.818,N/A,N/A
9561,33349,12/25/2023,21:00:23,12/25/2023,9:00:23 PM,Iridium,12/26/2023,12:01:18 AM,-2674136,-4424536,3723294,35.9438025,-121.1482575,253.53,1,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,28,10667020.6,3979299.956,N/A,N/A
9560,33349,12/25/2023,18:00:13,12/25/2023,6:00:13 PM,Iridium,12/26/2023,12:01:18 AM,-2673976,-4424288,3723570,35.9473769,-121.1481615,176.72,1,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,36,10667021.73,3979696.629,N/A,N/A
9559,33349,12/25/2023,15:00:12,12/25/2023,3:00:12 PM,Iridium,12/26/2023,12:01:18 AM,-2674072,-4424334,3723674,35.9476647,-121.1488084,309.84,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,28,10666962.77,3979727.446,N/A,N/A
9558,33349,12/25/2023,12:02:03,12/25/2023,12:02:03 PM,Iridium,12/26/2023,12:01:26 AM,-2674038,-4424274,3723658,35.9479126,-121.1488299,244.64,1.6,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,30,10666960.31,3979754.917,N/A,N/A
9557,33349,12/25/2023,9:00:38,12/25/2023,9:00:38 AM,Iridium,12/26/2023,12:01:26 AM,-2674068,-4424290,3723680,35.9479186,-121.1490227,281.2,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,28,10666942.91,3979755.249,N/A,N/A
9556,33349,12/25/2023,6:00:23,12/25/2023,6:00:23 AM,Iridium,12/26/2023,12:01:26 AM,-2674062,-4424288,3723660,35.9477982,-121.1489773,265.56,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,23,10666947.26,3979741.966,N/A,N/A
9555,33349,12/25/2023,3:00:30,12/25/2023,3:00:30 AM,Iridium,12/26/2023,12:01:26 AM,-2674196,-4426808,3720772,35.9149513,-121.135807,373.38,1.6,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,24,10668204.84,3976120.82,N/A,N/A
9554,33349,12/25/2023,0:00:38,12/25/2023,12:00:38 AM,Iridium,12/25/2023,12:01:24 AM,-2674232,-4426948,3720416,35.911621,-121.1353464,276.69,1,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,29,10668253.46,3975752.184,N/A,N/A
9553,33349,12/24/2023,21:01:30,12/24/2023,9:01:30 PM,Iridium,12/25/2023,12:01:24 AM,-2674634,-4426190,3720952,35.9178639,-121.1435008,234.02,1,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,28,10667504.41,3976430.696,N/A,N/A
9552,33349,12/24/2023,18:00:17,12/24/2023,6:00:17 PM,Iridium,12/25/2023,12:01:24 AM,-2675050,-4424588,3722612,35.9360899,-121.1566277,272.08,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,24,10666281.71,3978430.089,N/A,N/A
9551,33349,12/24/2023,15:00:39,12/24/2023,3:00:39 PM,Iridium,12/25/2023,12:01:24 AM,-2674486,-4424568,3723060,35.9409926,-121.1513936,284.93,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,29,10666743.61,3978982.886,N/A,N/A
9550,33349,12/24/2023,12:00:29,12/24/2023,12:00:29 PM,Iridium,12/24/2023,12:00:49 PM,-2674366,-4424418,3723010,35.9416352,-121.1511154,101.39,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,30,10666767.35,3979054.645,N/A,N/A
9549,33349,12/24/2023,9:00:15,12/24/2023,9:00:15 AM,Iridium,12/24/2023,12:00:49 PM,-2674470,-4424646,3723086,35.940873,-121.1507947,347.53,1.8,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,30,10666797.88,3978970.641,N/A,N/A
9548,33349,12/24/2023,6:00:33,12/24/2023,6:00:33 AM,Iridium,12/24/2023,12:00:49 PM,-2674474,-4424552,3723050,35.9410249,-121.1513715,262.95,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,30,10666745.53,3978986.507,N/A,N/A
9547,33349,12/24/2023,3:00:48,12/24/2023,3:00:48 AM,Iridium,12/24/2023,12:00:49 PM,-2674466,-4424546,3723048,35.9410594,-121.15133,254.26,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,25,10666749.2,3978990.401,N/A,N/A
9546,33349,12/24/2023,0:00:37,12/24/2023,12:00:37 AM,Iridium,12/24/2023,12:01:03 AM,-2674994,-4424482,3722700,35.9373651,-121.1567044,226.83,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,30,10666272.12,3978571.411,N/A,N/A
9545,33349,12/23/2023,21:00:38,12/23/2023,9:00:38 PM,Iridium,12/24/2023,12:01:03 AM,-2674932,-4424562,3722722,35.9373332,-121.1556578,269.2,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,28,10666366.61,3978569.655,N/A,N/A
9544,33349,12/23/2023,18:00:27,12/23/2023,6:00:27 PM,Iridium,12/24/2023,12:01:03 AM,-2674502,-4424598,3723036,35.9406379,-121.1513734,298.33,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,36,10666746.18,3978943.573,N/A,N/A
9543,33349,12/23/2023,15:00:12,12/23/2023,3:00:12 PM,Iridium,12/24/2023,12:01:03 AM,-2674470,-4424566,3723056,35.9410163,-121.1512533,274.49,1.6,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,28,10666756.21,3978985.749,N/A,N/A
9542,33349,12/23/2023,12:00:33,12/23/2023,12:00:33 PM,Iridium,12/24/2023,12:01:39 AM,-2674476,-4424556,3723052,35.941016,-121.1513676,267.73,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,31,10666745.91,3978985.517,N/A,N/A
