No,CollarID,UTC_Date,UTC_Time,LMT_Date,LMT_Time,Origin,SCTS_Date,SCTS_Time,ECEF_X [m],ECEF_Y [m],ECEF_Z [m],Latitude [°],Longitude [°],Height [m],DOP,FixType,3D_Error [m],Sats,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Mort. Status,Activity,Main [V],Beacon [V],Temp [°C],Easting,Northing,AnimalID,GroupID
1645,20147,9/17/2021,23:32:43,9/17/2021,11:32:43 PM,Collar,12/1/2021,8:21:37 AM,-2674583,-4424896,3722583,35.935762,-121.1504333,272.87,2,val. GPS-3D,,7,22,38,31,32,1,41,21,38,3,41,4,38,32,29,0,0,0,0,0,0,0,0,0,0,Mortality no radius,0,3.4,3.68,41,10666841.24,3978404.288,N/A,N/A
1644,20147,9/17/2021,23:03:08,9/17/2021,11:03:08 PM,Collar,12/1/2021,8:21:37 AM,-2674583,-4424895,3722581,35.935752,-121.150439,271,1.6,val. GPS-3D,,8,1,44,3,38,21,41,22,41,32,29,10,29,4,35,31,32,0,0,0,0,0,0,0,0,Mortality no radius,0,3.4,3.68,42,10666840.74,3978403.161,N/A,N/A
1643,20147,9/17/2021,22:32:44,9/17/2021,10:32:44 PM,Collar,12/1/2021,8:21:37 AM,-2674581,-4424895,3722580,35.9357501,-121.15042,269.58,1.8,val. GPS-3D,,6,21,41,1,41,22,41,32,32,10,29,8,29,0,0,0,0,0,0,0,0,0,0,0,0,Mortality no radius,0,3.4,3.68,43,10666842.45,3978402.991,N/A,N/A
1642,20147,9/17/2021,22:02:43,9/17/2021,10:02:43 PM,Collar,12/1/2021,8:21:37 AM,-2674580,-4424895,3722581,35.9357602,-121.1504105,269.74,2,val. GPS-3D,,7,22,41,21,41,32,32,1,38,10,29,8,32,27,29,0,0,0,0,0,0,0,0,0,0,Mortality no radius,0,3.4,3.68,44,10666843.29,3978404.121,N/A,N/A
1641,20147,9/17/2021,21:33:08,9/17/2021,9:33:08 PM,Collar,12/1/2021,8:21:37 AM,-2674582,-4424897,3722582,35.935753,-121.150418,272.55,2.2,val. GPS-3D,,7,21,41,32,35,10,32,8,35,27,32,1,38,22,41,0,0,0,0,0,0,0,0,0,0,Mortality no radius,0,3.4,3.68,44,10666842.63,3978403.306,N/A,N/A
1640,20147,9/17/2021,21:02:45,9/17/2021,9:02:45 PM,Collar,12/1/2021,8:21:37 AM,-2674579,-4424893,3722580,35.9357647,-121.1504125,267.35,3.6,val. GPS-3D,,5,8,41,32,38,10,32,27,35,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mortality no radius,0,3.4,3.68,43,10666843.1,3978404.615,N/A,N/A
1639,20147,9/17/2021,20:32:45,9/17/2021,8:32:45 PM,Collar,12/1/2021,8:21:37 AM,-2674579,-4424892,3722582,35.9357838,-121.1504183,267.83,3.2,val. GPS-3D,,5,8,41,27,38,32,38,10,29,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mortality no radius,0,3.42,3.68,44,10666842.54,3978406.727,N/A,N/A
1638,20147,9/17/2021,20:02:45,9/17/2021,8:02:45 PM,Collar,12/1/2021,8:21:37 AM,-2674579,-4424892,3722576,35.93574,-121.1504183,264.31,4.2,val. GPS-3D,,5,8,41,27,41,32,38,10,35,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mortality no radius,0,3.42,3.68,46,10666842.64,3978401.87,N/A,N/A
1637,20147,9/17/2021,19:32:43,9/17/2021,7:32:43 PM,Collar,12/1/2021,8:21:37 AM,-2674580,-4424893,3722579,35.9357546,-121.150422,267.18,4,val. GPS-3D,,5,8,38,10,41,27,44,32,38,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mortality no radius,0,3.42,3.68,47,10666842.27,3978403.486,N/A,N/A
1636,20147,9/17/2021,19:03:08,9/17/2021,7:03:08 PM,Collar,12/1/2021,8:21:37 AM,-2674583,-4424893,3722582,35.9357683,-121.1504505,270.2,2.8,val. GPS-3D,,6,10,41,27,44,23,29,16,32,8,38,32,29,0,0,0,0,0,0,0,0,0,0,0,0,Mortality no radius,0,3.42,3.68,45,10666839.67,3978404.956,N/A,N/A
1635,20147,9/17/2021,18:32:44,9/17/2021,6:32:44 PM,Collar,12/1/2021,8:21:37 AM,-2674580,-4424895,3722581,35.9357602,-121.1504105,269.74,4.2,val. GPS-3D,,5,10,44,27,41,23,32,16,35,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mortality no radius,0,3.42,3.68,43,10666843.29,3978404.121,N/A,N/A
