No,CollarID,UTC_Date,UTC_Time,LMT_Date,LMT_Time,Origin,SCTS_Date,SCTS_Time,ECEF_X [m],ECEF_Y [m],ECEF_Z [m],Latitude [°],Longitude [°],Height [m],DOP,FixType,3D_Error [m],Sats,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Mort. Status,Activity,Main [V],Beacon [V],Temp [°C],Easting,Northing,AnimalID,GroupID
11587,33354,12/31/2023,21:00:36,12/31/2023,9:00:36 PM,Iridium,1/1/2024,12:01:07 PM,-2681272,-4417950,3726220,35.9753948,-121.2537356,404.16,1.6,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,29,10657443.15,3982629.071,N/A,N/A
11586,33354,12/31/2023,18:00:36,12/31/2023,6:00:36 PM,Iridium,1/1/2024,12:01:07 PM,-2681272,-4417954,3726216,35.9753476,-121.2537126,404.57,2.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,27,10657445.32,3982623.864,N/A,N/A
11585,33354,12/31/2023,15:00:38,12/31/2023,3:00:38 PM,Iridium,1/1/2024,12:01:07 PM,-2681632,-4417610,3726322,35.9766885,-121.2591035,380.03,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,26,10656956.57,3982763.926,N/A,N/A
11584,33354,12/31/2023,12:00:39,12/31/2023,12:00:39 PM,Iridium,12/31/2023,12:01:44 PM,-2682814,-4417314,3725876,35.9715277,-121.272008,409.75,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,24,10655803.16,3982170.734,N/A,N/A
11583,33354,12/31/2023,9:00:21,12/31/2023,9:00:21 AM,Iridium,12/31/2023,12:01:44 PM,-2683462,-4416594,3726322,35.976257,-121.2822922,446,3.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,24,10654866.57,3982678.968,N/A,N/A
11582,33354,12/31/2023,6:00:11,12/31/2023,6:00:11 AM,Iridium,12/31/2023,12:01:44 PM,-2683448,-4416700,3726216,35.9750428,-121.2815493,451.16,1,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,24,10654935.92,3982545.465,N/A,N/A
11581,33354,12/31/2023,3:00:38,12/31/2023,3:00:38 AM,Iridium,12/31/2023,12:01:44 PM,-2683572,-4416496,3726306,35.9762813,-121.2838986,415.05,1,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.52,23,10654721.67,3982679.114,N/A,N/A
11580,33354,12/31/2023,0:00:38,12/31/2023,12:00:38 AM,Iridium,12/31/2023,12:01:24 AM,-2682750,-4417290,3725992,35.9726582,-121.2715396,434.4,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,30,10655843.17,3982296.885,N/A,N/A
11579,33354,12/30/2023,21:00:12,12/30/2023,9:00:12 PM,Iridium,12/31/2023,12:01:24 AM,-2682728,-4417126,3725898,35.9727751,-121.272275,256.5,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,29,10655776.63,3982308.677,N/A,N/A
11578,33354,12/30/2023,18:00:21,12/30/2023,6:00:21 PM,Iridium,12/31/2023,12:01:24 AM,-2682722,-4417336,3725978,35.9724249,-121.2710096,446.23,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.28,3.6,29,10655891.42,3982271.853,N/A,N/A
